Parlor name,Phone number,Address
Eastern Wellness center,617-294-2086,"507 Broadway; Everett, MA, 02149"
Golden Rose Spa,646-922-2601,"838 Merrick Rd; Baldwin, NY, 11510"
Dong Em Massage,408.924.0954,"2645 Senter Rd; San Jose, CA, 95111"
Fairyland Acupuncture Clinic,626-666-4188,"273 S Rosemead Blvd; Pasadena, CA, 91107"
Cindy’s place,215-896-3059,"6251 n 3rd street; Philadelphia, PA, 19120"
Green Spa,443-824-3347,"9731/9733 Philadelphia Road; Rosedale, MD, 21237"
Peral Massage,909-930-6600,"2665 E Riverside Dr; Ontario, CA, 91761"
Golden Pony,347-659-6666,"42-19 162nd Street; Flushing, NY, 11358"
Oriental Spa,253-859-2681,"134 Washington Ave N; Kent, WA, 98032"
Rainbow Spa,303-934-2785,"5220 W Mississippi Ave; Lakewood, CO, 80226"
Virtu Spa,469-227-0629,"4230 Lyndon B JohnsonFwy; Dallas, TX, 75244"
Foot Spa,516-590-7006,"530 Broadway; Massapequa, NY, 11758"
Thai Massage,760-291-0099,"940 East Valley Pkwy; Escondido, CA, 92027"
Lakes Body Massage,562-942-8889,"9549 Telegraph Rd; Pico Rivera, CA, 90660"
Oriental Massage,541-799-7029,"2600 Main street #H; Springfield, OR, 97447"
Salon 35 Spa,402-609-6770,"1115 South 35th Street; Council Bluffs, IA, 51501"
Avalon Massage Therapy,309-349-3320,"1637 Broadway St; Pekin, IL, 61554"
Xin Xin Health Center,310-652-8808,"8642 W Pico Blvd; Los Angeles, CA, 90035"
Blue Massage Spa,540-659-8397,"20 Berkshire Dr #105; Stafford, VA, 22554"
Sun Spa,504-525-7269,"509 Iberville St; New Orleans, LA, 70130"
Blossom Spa,669-237-7517,"265 Meridian Ave; San Jose, CA, 95126"
Super Spa Oriental Massage,618-337-1723,"242 S 88th St Centreville, Illinois 62207; Centreville, IL, 62207"
SANYT SPA,757-275-3538,"908 Capitol landing Rd; Williamsburg, VA, 23185"
Elite Euro Spa,732-637-7505,"215 Route 18 S; East Brunswick, NJ, 46303"
Cross St Therapy,732-370-3666,"37 Cross St; Lakewood, NJ, 08701"
JZ Day Spa,626-683-8281,"689 E Walnut St; Pasadena, CA, 91101"
7 Tan Spa,210-789-1919,"10929 Nacogdoches Road, Suite 14; San Antonio, TX, 78217"
Santa Monica Spa,310-312-3940,"12007 Santa Monica Blvd; Los Angeles, CA, 90025"
Relaxing Spa,714-902-7218 or 657-230 9378,"410 Euclid St #3; Anaheim, CA, 92802"
V V Salon,408-934-9558,"135 Dixon Rd; Milpitas, CA, 95035"
YA YA Spa,206-226-5740,"24228 104th Ave SE #103; Kent, WA, 98030"
Lucky Spa,253-236-5693,"21018 108th Ave SE; Kent, WA, 98031"
Vip Spa,214-808-7903,"13021 Coit Rd #110; Dallas, TX, 75240"
ZZ Massage,786-534-5602,"8746 SW 72nd St; Miami, FL, 33173"
ChapmanHealth & Wellness,657-217-5777,"601 East Chapman; Fullerton, CA, 92831"
JoJo Nura Massage,302-304-5722,"2020 Duncan Rd; Wilmington, DE, 19808"
K Spa,669-285-9259,"1770 Hester Ave; San Jose, CA, 95128"
Jiuan Health Center,323-259-9208,"1749 W. Colorado Blvd.; Los Angeles, CA, 90041"
House of beauty,516-400-5149,"362 dogwood ave; Franklin Square, NY, 11010"
Healthy Day In,864-518-2868,"209 W Trade St; Simpsonville, SC, 29681"
Sports massage,646-821-0372,"1925 w muriel dr; Baton Rouge, LA, 70725"
Paradise Spa & Nude Sundeck,727-378-5249,"18522 U.S. Highway 19 North; Hudson, FL, 34667"
Oriental Massage,608-421-8491,"558 Grand Canyon Drive; Madison, WI, 53719"
LA Foot Massage,281-495-8882,"12060 Bellaire Blvd, Suite F; Houston, TX, 77072"
Ocean Spa 2,408-251-1476,"1710 Berryessa Rd; San Jose, CA, 95133"
Golden Foot Spa,408-251-7688,"986 Lundy Ave; San Jose, CA, 95133"
We Spa,510-964-7010,"3980 San Pablo Dam Rd; El Sobrante, CA, 94803"
NU Spa,408-258-5622,"2352 Alum Rock Ave; San Jose, CA, 95116"
Rose Beauty Spa,347-557-6005,"4th Ave & 75th St; Brooklyn, NY, 11214"
Body concept & wellness,201-923-8355,"665 Newark Avenue; Jersey City, NJ, 07306"
Sun Spa Massage,760-998-3600,"9648 9th Ave; Hesperia, CA, 92345"
New Spa,443-707-7277,"214 W Bel Air Ave; Aberdeen, MD, 21001"
Top Girls Spa,718-687-0991,"Jericho Tpke; Queens, NY, 11426"
The Foot Lounge and Spa,702-908-8808 or 725-300-8443,"6125 So. Ford Apache Rd.; Las Vegas, NV, 89148"
XB Massage,253-246-7012,"25441 104th SE Lot 3; Kent, WA, 98030"
Pink Relaxation,713-974-5555,"9413 Richmond Ave; Houston, TX, 77063"
M Massage,916-272-2001,"3811 Florin Rd; Sacramento, CA, 95823"
Wellness Spa,940-345-0545,"912 SCOTT AVE; Wichita Falls, TX, 76301"
Heavenly Foot Massage,714-983-7886,"3220 yorba linda blvd; Fullerton, CA, 92831"
Ruby Spa,469-731-5951,"2763 E El Dorado Pkwy #155; Little Elm, TX, 75068"
Beauty Lake Health Spa,510-835-7788,"1591 Madison St; Oakland, CA, 94612"
Tomii Massage,734-709-8965,"3800 Lilley Rd; Canton, MI, 48187"
Wyo Asian Massage,307-752-8495,"231 S Main St,Suite 200; Sheridan, WY, 82801"
YoKo Thai Massage,832-966-8866,"930 South Mason Rd; Katy, TX, 77450"
King Valley,408-360-9888,"2857 Senter Rd, Suite P; San Jose, CA, 95111"
Amazing Chinese Spa,208-595-2075,"1537 Addison Ave E; Twin Falls, ID, 83301"
King Spa,406-656-0057,"1117 Central Avenue; Billings, MT, 59102"
Popular Massage,719-941-7872,"1501 North Academy Boulevard; Colorado Springs, CO, 80909"
Zen spa,512-412-4937,"7901cameron rd; Austin, TX, 78753"
Happy Spa,646-321-8691,"37-14 34th Avenue; Astoria, NY, 11103"
Sevne Massage,720-475-6789,"13731 E Rice Pl #107; Aurora, CO, 80015"
JK Massage,908-431-5425,"249 Homestead Rd #12; Hillsborough, NJ, 08844"
Anew Wellness Spa,925-939-2639,"2363 Boulevard Circle, #103; Walnut Creek, CA, 94595"
Clear Lake Massage,346-561-1094,"1080 Clear Lake City Blvd; Houston, TX, 77062"
Spa In Sturbridge,774-318-7193,"214 Charlton Rd; Sturbridge, MA, 01566"
Happy Spa,806-282-9275,"1203 South Grand St; Amarillo, TX, 79104"
Tropical Spa,425-525-8111,"1601 W Meeker St #101; Kent, WA, 98032"
Jasmine Spa,917-821-7737,"West 39th St; New York City, NY, 10018"
Top tanning spa,702-476-3790,"4850 w. flamingo rd #40; Las Vegas, NV, 89103"
Regiment Foot Spa,336-782-9889,"3443 Robinhood Road; Winston Salem, NC, 27106"
Comfoot Spa,248-956-9177,"6057 Haggerty Rd; West Bloomfield Township, MI, 48322"
Five Senses,612-759-2960,"250 Fremont ave N; Minneapolis, MN, 55405"
VIP Spa,954-967-0017,"5936 Pembroke Rd; Hollywood, FL, 33023"
Palm Asian Massage,417-655-2722,"1722 S Glenstone Ave #GG; Springfield, MO, 65804"
Lily Massage,253-243-6979,"1048 West James St Suite 104; Kent, WA, 98032"
Asian Massage,928-302-8884,"1960 Mesquite Ave #B; Lake Havasu City, AZ, 86403"
K & S Spa Massage,408-694-2647,"2451 S King Rd, Suite A; San Jose, CA, 95122"
Tropical Spa,228-875-0016,"6716 Washington Ave; Ocean Springs, MS, 39654"
Asia Massage Therapy,717-743-7755,"604 State St; Lemoyne, PA, 17043"
Best Asian Body Massage,206-219-9277,"208 12th Ave S; Seattle, WA, 98144"
Bei Jing Massage,319-651-1221,"3358 Center Point Rd NE; Cedar Rapids, IA, 52402"
Master Foot Chinese Massage,559-439-6789,"6759 N Cedar Ave; Fresno, CA, 93710"
Asian Massage,317-500-0216,"10293 N Meridian St; Indianapolis, IN, 46290"
Sunny Day Spa,951-405-8350,"1450 University Ave F1; Riverside, CA, 92507"
GCH,732-543-3114,"729 Rt. 18 S; East Brunswick, NJ, 08816"
Happy Day Spa,408-777-8818,"1072 S De Anza Blvd #B105; San Jose, CA, 95129"
Sakura Shiatsu,949-722-7833,"1770 Orange Ave, Suite C; Costa Mesa, CA, 92627"
Sunshine Asian Massage,209-838-6778,"1205 Plaza Ave, Suite 3; Escalon, CA, 95320"
AJ’s Massage,916-370-1570,"7433 Greenback Ln; Citrus Heights, CA, 95610"
Ocean Spa,916-389-0207,"7047 South Land Park Dr. #A; Sacramento, CA, 95831"
Columbia Massage,714-820-0728,"13125 Brookhurst St; Garden Grove, CA, 92840"
Yang Foot Massage,559-575-1689,"645 Shaw Ave; Clovis, CA, 93612"
Relax Massage,916-823-5666,"9231 Folsom Blvd; Sacramento, CA, 95826"
West Valley Therapeutic Center,408-971-0800,"507 S Bascom Ave; San Jose, CA, 95128"
Valley Massage,253-845-3464,"1201 E Main Ave; Puyallup, WA, 98372"
Hi Massage,713-459-5895,"9201 Clarewood Dr #324; Houston, TX, 77036"
Cherry spa,310-493-8212,"930 n Long Beach blvd #5; Compton, CA, 90221"
Hilton Massage,910-262-7282,"115 Hinton Ave; Wilmington, NC, 28403"
Joy Spa,203-349-5883,"231 Post Rd W; Westport, CT, 06880"
Body Tune,650-595-9333,"540 Ralston Ave, Suite G; Belmont, CA, 94002"
Rainbow Massage,310-632-2688,"12919 S. Atlantic Ave.; Compton, CA, 90221"
Bailan Body Work,323-723-5916,"5770 Melrose Ave  #104; Los Angeles, CA, 90038"
Capitol Day Spa,408-513-7151,"459 S. Capitol Ave; San Jose, CA, 95127"
Mai Spa,408-729-1704,"2259 Alum Rock; San Jose, CA, 95116"
Las Vegas Reflexology Center (LVRC),702-383-9020,"3850 Desert Inn Road, #108; Las Vegas, NV, 89102"
Ariana Spa,305-397-8727,"1106 Normandy Dr; Miami Beach, FL, 33141"
B&H Clinic,703-501-4488,"121 Pleasant St SW #B; Vienna, VA, 22180"
Jun Yi Spa,626-202-5159,"330 SW 43rd St, Suite N; Renton, WA, 98057"
Elegant Massage,619-762-0003,"163 H St; Bakersfield, CA, 93304"
Reflexology,626-286-5188,"701 S. San Gabriel Blvd. #B; San Gabriel, CA, 91776"
Sunny Spa,505-870-1657,"1317 N Prince; Clovis, NM, 88101"
North Port Asian Spa,631-703-8980,"2006 Jericho Tpk E; East Northport, NY, 11731"
Lady Spa,408-784-3186,"2860 Quimby Rd, # 110-A; San Jose, CA, 95148"
Purple Rain Spa,714-914-5176,"10450 Beach Blvd #105; Stanton, CA, 90680"
Sunshine Spa,516-737-9978,"131-18 Merrick Blvd.; Jamaica, NY, 11434"
Harmony Spa,646-833-7363,"West 38th St & 7th Ave; New York City, NY, 10018"
Eastern Wellness SPA,603-232-1150,"38 South River Rd; Bedford, NH, 03110"
Ivy Day Spa,408-791-5401,"1693 Flanigan Dr #105; San Jose, CA, 95121"
Aroma Therapy,610-757-7661,"1740 Wilmington Pike; Glen Mills, PA, 19342"
Sun Orchid Spa,254-399-6626,"4716 W Waco Dr; Waco, TX, 76710"
Papaya Spa,754-223-2300,"1022 NE 45th St; Oakland Park, FL, 33334"
Best Asian Massage,206-905-7875,"1200 S. Jaackson St. #2; Seattle, WA, 98144"
Pink,206-229-7195,"125 sw 152nd st; Burien, WA, 98166"
Tatami,646-623-4676,"26-18 23rd Ave; Astoria, NY, 11105"
Wow Asian Massage,714-889-0214,"4522 E Alondra Blvd; Compton, CA, 90221"
Oasis Massage,916-745-3241,"8328 Auburn Blvd; Citrus Heights, CA, 95610"
Spa Escape,951-719-3295,"41653 Margarita Rd #105; Temecula, CA, 92591"
Greenish Spa,201-880-6868,"456 US 46; Hackensack, NJ, 07606"
Oriental Wellness Bodywork,508-755-6982,"61 Milton St; Worcester, MA, 01605"
152 Spa,209-710-9368,"1249 E Pacheco Blvd; Los Banos, CA, 93635"
La Malta Spa Salon,408-379-1129,"3070 Driftwood Dr; San Jose, CA, 95128"
Cold Spring Hill Foot Spa,347-978-2022,"367 W Jericho Turnpike; Huntington, NY, 11743"
HNB Health Spa,904-646-9030,"6220 Blanding Blvd; Jacksonville, FL, 32244"
Sunshine massage,806-416-0559,"305 frankford ave ste 600; Lubbock, TX, 79416"
Lee's Massage Therapy,770-718-1026,"1784 Atlanta Hwy; Gainesville, GA, 30504"
Lucky Spa,245-236-5693,"21018 108th Ave SE; Kent, WA, 98031"
Yoko Spa,408-469-0851,"1621 Almaden Rd; San Jose, CA, 95125"
Sawadee Thai Spa,617-558-9989,"1191 Washington St; Newton, MA, 02465"
Asian Relax,919-779-9937,"5533 Hwy 42 W, Unit A-12; Garner, NC, 27526"
Best Body Massage,516-513-1933,"36 West Village Green; Hicksville, NY, 11801"
Lily Wellness Therapeutic Massage,859-282-0068,"7003 Dixie Hwy; Florence, KY, 41042"
Silvina's Day Spa,757-437-9135,"301 25th St; Virginia Beach, VA, 23451"
Escondido Health Spa,760-743-1421,"2447 E Valley Pkwy; Escondido, CA, 92027"
Lotus Massage,303-733-3088,"55 W Alameda Ave; Denver, CO, 80223"
Katy Massage Parlor,832-600-8022,"930 S Mason Rd. Suite K Katy; Houston, TX, 77450"
Sun Smile,646-578-5370,"4116 10 Avenue; Brooklyn, NY, 11219"
Cherry Massage,323-998-3888,"2120 W Whittier Blvd; Montebello, CA, 90640"
Aileens Spa Therapy,978-793-9955,"5 Nagog Park; Acton, MA, 01720"
Rainbow Foot Massage,281-568-5656,"9404 W Sam Houston Pkwy S #E; Houston, TX, 77099"
BP Massage,312-866-8999,"1125 W 31st St; Chicago, IL, 60608"
Chicago Bodyrubs,312-870-0135,"833 W Chicago Ave Unit #212; Chicago, IL, 60642"
R&M Massage Spa,571-361-3929,"7532 Gardner Park Drive; Gainesville, VA, 20155"
Sky Spa,916-469-9252,"5555 Sky Parkway Suite 223; Sacramento, CA, 95823"
The Zen Spa And Body Work,718-237-7788,"541 Court Street; Brooklyn, NY, 11231"
Swan Spa,408-622-8939,"5158 Monterey RD Suite 10; San Jose, CA, 95111"
Natural Therapeutics,612-872-2373,"2529 S Nicollet Ave, Suite 203; Minneapolis, MN, 55404"
Spa Route 7,518-608-6593,"755 Troy Schenectady Rd; Latham, NY, 12110"
Blue Bay Massage Spa,727-247-7301,"4150 US 19; New Port Richey, FL, 34652"
Oxygen Massage,508-557-1430,"30 Olney St; Seekonk, MA, 02771"
Asian Angels,623-584-4006,"13830 W Camino Del Sol #160; Sun City West, AZ, 85375"
Red Lantern Massage Spa,626-560-6213,"24811 Railroad Ave #L; Santa Clarita, CA, 91321"
Chinese Massage,303-745-4715,"3090 S Jamaica Ct #113; Aurora, CO, 80014"
Meng Huan Spa,626-623-6434,"909 S Santa Anita Ave, Suite B; Arcadia, CA, 91006"
Suncoast Spa,206-356-8572,"26650 Pacific Highway; Kent, WA, 98032"
May's Therapy,408-573-0888,"1590 Oakland Rd, Suite B208; San Jose, CA, 95131"
Kenko Spa,408-830-7784,"2003 Story Rd #800; San Jose, CA, 95122"
Beijing Health Center,312-434-9628,"300 W 30th St; Chicago, IL, 60616"
Oriental Acupressure Spa,609-917-4200,"1112Atlantic Ave & N Sovereign Ave; Atlantic City, NJ, 08401"
Spa Paradise,319-594-2056,"2468 10th st; Coralville, IA, 52241"
European Organic Spa,646-399-2153,"111 Van Sicklen St; Brooklyn, NY, 11223"
King Spa,714-594-3558,"19400 Beach blvd #8; Huntington Beach, CA, 92648"
Green Spa,214-366-9300,"10969 shady trail #101; Dallas, TX, 75220"
Sunshine massage,309-620-5929,"535 S. Parkway Dr.; Pekin, IL, 61554"
L&T Spa Fitness,210-803-5890,"6411 NW Loop 410, Suite 2; San Antonio, TX, 78238"
Day Spa,408-648-9074,"1060 McLaughlin Ave; San Jose, CA, 95122"
Asian Massage,910-476-0425,"7133 Cliffdale Rd; Fayetteville, NC, 28314"
Selina's Massage,808-728-5476,"1750 Kalakaua Ave Suite #1608; Honolulu, HI, 96826"
Beijing Massage,218-443-5941,"200 S 5th St. #303; Moorhead, MN, 56560"
Chinese Panda Massage,805-345-3311,"609 E Main St; Santa Maria, CA, 93454"
Lif Spa,513-318-7080,"108 W. 9th St.; Cincinnati, OH, 45202"
Oriental Spa,717-451-2534,"40 W 11th Ave; York, PA, 17404"
Lolium Spa,773-227-1818,"1504 N Western Ave; Chicago, IL, 60622"
Health Massage Spa,804-303-8063,"4440 Springfield Rd #102; Glen Allen, VA, 23060"
Crystal Spa,972-394-5000,"4112 N Josey Ln #128; Carrollton, TX, 75007"
Sakura Massage,206-362-2108,"15526 Aurora Ave N; Shoreline, WA, 98133"
Orient Massage,402-739-4463,"333 S. 78th St; Omaha, NE, 68114"
Natural Spa,225-288-7666 & 225-235-6235,"11848 South Harrells Ferry; Baton Rouge, LA, 70816"
Repose Sunless Tanning & Wellness,(401) 780-6877,"694 Park Ave; Cranston, RI, 02910"
Nu Hoang Spa,408-238-0388,"2860 Quimby Rd #130; San Jose, CA, 95148"
AA1,404-553-3853,"2262 Jonesboro Rd; Mcdonough, GA, 30253"
O2 Massage Spa,646-321-5072,"1308 Kings Hwy; Brooklyn, NY, 11229"
Your Green Spa,845-297-3288,"1315 Route 9, Suite 205; Wappingers Falls, NY, 12590"
Miami SPA,786-916-4723,"216 S Dixie Hwy; Hallandale Beach, FL, 33009"
Han Spa,843-499-7498,"98 Hamlet Circle; Goose Creek, SC, 29445"
Ocean Blue Massage Therapy,561-203-7766,"1851 W Indiantown Rd Suite 103; Jupiter, FL, 33458"
All American massage,210-595-3336,"1784 Austin Hwy; San Antonio, TX, 78218"
Oriental Spa,954-566-2892,"2394 N Federal Hwy; Fort Lauderdale, FL, 33305"
Amy's Therapeutic Massage,251-209-5555,"1774 Harrington Wy; Mobile, AL, 36695"
Marigold Health Spa,408-229-8988,"2951 Monterey Rd #40; San Jose, CA, 95111"
International Spa,408-720-8314,"275 W El Camino Real; Sunnyvale, CA, 94087"
Golden Dawn Care,718-864-8101 or 646-875-9911,"32-01 75th St; Flushing, NY, 11370"
Comfort Salon Massage,408-266-2888,"1029 Blossom Hill Rd; San Jose, CA, 95123"
Holiday Health Spa,408-289-1638,"250 Race St; San Jose, CA, 95126"
Sunny's Massage,609-747-9888,"2022 Us Highway 130; Roebling, NJ, 08554"
Sheridan Therapeutic,918-813-3751,"2606 S Sheridan Rd, Suite G; Tulsa, OK, 74129"
ICure Massage,215-960-8527,"113 Bethlehem Pike; Colmar, PA, 18915"
Asian Massage,254-935-0140,"1002 Wales Dr. suite 8; Killeen, TX, 76549"
Mimi's Massage,562-863-7405,"10947 Alondra Blvd; Norwalk, CA, 90650"
JC Therapuetic Spa,704-544-0544,"10700 Kettering Dr, Suite L; Charlotte, NC, 28226"
Touch Of Siam,818-941-1592,"17748 Saticoy St.; Reseda, CA, 91335"
Ocean Spa,610-873-1133,"3957 W Lincoln Hwy; Downingtown, PA, 19335"
Asian Body Work,309-361-9292,"717 Windom St.; Peoria, IL, 61606"
Dream Tree,805-577-1070,"2515 Royal Ave; Simi Valley, CA, 93065"
Soo's Spa,916-388-8339,"8551 Folsom Blvd; Sacramento, CA, 95826"
Sun Light Day Spa,408-809-6023,"2 N 34th St; San Jose, CA, 95116"
Beautiful Touch,720-296-2799,"4564 Arapahoe Ave; Boulder, CO, 80301"
Seaside Young Flower Massage,858-952-3521,"7734 Herschel Ave #I; La Jolla, CA, 92307"
Spa 27,732-248-5288,"2090 NJ-27; Edison, NJ, 08817"
Ocean Relax Center,425-562-1188,"13620 NE 20th Ave, Ste D; Bellevue, WA, 98005"
Elemur Day Spa,917-605-8228,"940 3rd Ave; New York City, NY, 10022"
Angel's Massage,763-755-8889,"11284 Robinson Dr; Coon Rapids, MN, 55433"
Home Massage,509-596-9643,"1229 Columbia Park Trl; Richland, WA, 99352"
Happy Feet & Spa,219-924-7350,"3909 45th St; Highland, IN, 46322"
Hong Hong Health Center,704-841-0880,"11229 East Independence Blvd, Suite I; Matthews, NC, 28105"
Treat Your Feet,253-301-1808,"8904 S Tacoma Way #1; Lakewood, WA, 98499"
Sweet Dream Spa,516-859-5963,"247-75 Jericho Tpk; Bellerose, NY, 11426"
Rose Massage,347-721-5790,"3510 Common St; Lake Charles, LA, 70607"
192 Therapy Massage,407-343-7721,"2720 W Vine St; Kissimmee, FL, 34741"
Great Touch Massage,916-630-7777,"6661 Stanford Ranch Rd, Suite B; Rocklin, CA, 95677"
Red Rose massage,614-822-1003,"4663 Executive Dr suite 19; Columbus, OH, 43220"
Apple Garden Massage Spa,818-922-7768,"4106 San Fernando Road; Glendale, CA, 91204"
Bellagio Spa,818-855-0056,"7100 Van Nuys Blvd, Suite 204; Van Nuys, CA, 91405"
Body& Soul Massage,850-496-8129,"294 Eglin Pkwy; Fort Walton Beach, FL, 32547"
Dynasty Foot Spa,408-828-7880,"950 Story Rd #A; San Jose, CA, 95122"
Merritt Massage,203-713-8210,"465 Bridgeport Ave; Milford, CT, 06460"
Triple T Spa 2,408-791-6998,"2095 N Capital Ave,  Suite B; San Jose, CA, 95132"
M Nhi,408-977-0633,"961 McLaughlin Ave; San Jose, CA, 95122"
Sunny Spa,714-688-9916,"440 Fair Dr, Suite C; Costa Mesa, CA, 92626"
West LA Foot Massage,310-268-2211,"1636 S Sawtelle Blvd; Los Angeles, CA, 90025"
Lisa's Center,845-452-4601,"Raymond Ave & Collegeview Ave; Poughkeepsie, NY, 12603"
Gili Spa,727-400-4766,"2340 Sunset Point Rd; Clearwater, FL, 33765"
Lily Spa,408-277-0888,"2011 Forest Ave #1; San Jose, CA, 95128"
Sunny Massage Spa,918-851-1891,"9712 E 55th Place; Tulsa, OK, 74146"
Hidden Treasure,212-327-0619,"East Mid 70's on 1st Ave; New York City, NY, 10021"
Michelle Destiny,631-789-9600,"sunrise highway near route 110; Amityville, NY, 11701"
My Spa,714-226-0388,"5117 Ball Rd; Cypress, CA, 90630"
Cen Foot Massage,206-241-3102,"143 SW 153RD; Burien, WA, 98166"
7 Day Spa,215-355-9343,"1243 Street Rd; Southampton, PA, 18966"
Asian Body Massage,507-398-4611,"1301 N Lakeshore Dr #500; Lake City, MN, 55401"
Superrelax Chinese Spa,919-248-9000,"2223-J Hwy NC 54; Durham, NC, 27713"
Sun Spa,248-221-7400,"935 West Huron St.; Waterford Township, MI, 48328"
Manhattan Spa,713-782-5772,"10616 Westheimer Rd; Houston, TX, 77077"
Cottonwood Massage,530-314-7918,"678 Cottonwood Street; Woodland, CA, 95695"
Grace Health Center,972-267-7788,"17772 Preston Rd, Suite 201; Dallas, TX, 75252"
Pink One,215-872-4271,"1812 Ludlow St; Philadelphia, PA, 19103"
Pressure Point Massage,415-658-7445,"928 Sutter St; San Francisco, CA, 94109"
Ortega Therapy Day Spa,949-661-1551,"31734 Rancho Viejo Rd, Suite E; San Juan Capistrano, CA, 92675"
Zenergy Massage,206-417-9049,"3309 NE 125th St; Seattle, WA, 98125"
Wellness Health Center,408-990-5769,"1080 Minnesota Ave; San Jose, CA, 95125"
Gennie's Soft Touch Therapeutic Massage,727-323-1773,"2820 5th Ave N; Saint Petersburg, FL, 33713"
East Village Bodywork,347-925-0034,"84 E 10th St; New York City, NY, 10003"
Golden Health And Wellness,714-898-8484,"13382 Goldenwest St; Westminster, CA, 92683"
The Metro Body Paint Studio,562-417-5371,"16203 Clark ave; Bellflower, CA, 90706"
City Center Day Spa,213-480-9600,"1328 W Olympic Blvd; Los Angeles, CA, 90015"
Supreme Foot Spa,214-991-5448,"8809 Lakeview pkwy #100 TX; Dallas, TX, 75088"
Body Center Spa,714-728-1222,"2500 W Lincoln Ave; Anaheim, CA, 92801"
Thai Couple Massage,972-965-4658,"near George Bush Turnpike & Preston Rd; Dallas, TX, 75252"
Baby Spa,408-421-2299,"5138 Monterey Rd; San Jose, CA, 95111"
Green Tea Spa,225-270-9728,"12330 Flordia Blvd; Baton Rouge, LA, 70815"
Urbandale Foot And Massage Spa,515-897-8088,"7509 Douglas Ave suite 20; Urbandale, IA, 50322"
A Massage,626-545-7615 or 626-542-3058,"4703 Peck Rd.; El Monte, CA, 91732"
Professional Massage,435-200-7234,"1960 Sidewinder Dr #202; Park City, UT, 84060"
Reela Relax,818-963-0946,"7044 Ownsmouth Ave; Canoga Park, CA, 91303"
Sun Spa,646-633-3789,"30-93 Steinway St; Astoria, NY, 11103"
Birchwood Holistic,973-379-2269,"1865 Morris Ave; Union, NJ, 07083"
